player_name,matches_played,role,total_runs,career_average,career_strike_rate,total_wickets,career_economy,total_4s,total_6s,runs_last_7,avg_last_7,strike_rate_last_7,wickets_last_7,economy_last_7,4s_6s_last_7,dot_ball_pct_last_7,player_consistency_score
GD McGrath,14,Bowler,4,0.29,80.0,12,6.67,1,0,4,0.5,80.0,5,7.13,1,46.67,31.1
B Geeves,2,All-rounder,0,0.0,0.0,1,11.14,0,0,0,0.0,0.0,1,11.14,0,30.61,11.2
MF Maharoof,20,Bowler,177,8.85,142.74,27,7.24,12,9,58,5.8,113.73,8,8.46,5,36.0,30.5
DL Vettori,34,Bowler,121,3.56,102.54,28,6.83,11,2,31,3.1,106.9,3,6.75,4,31.31,27.71
V Sehwag,104,Batsman,2728,26.23,148.83,6,10.26,334,106,99,7.07,112.5,0,0.0,15,38.64,32.48
L Ronchi,5,All-rounder,34,6.8,91.89,0,0.0,6,1,34,6.8,91.89,0,0.0,7,62.16,12.31
ST Jayasuriya,30,Batsman,768,25.6,134.03,13,7.89,84,39,79,9.88,101.28,0,0.0,10,41.03,27.33
DJ Thornely,5,Bowler,39,7.8,72.22,3,5.45,2,2,39,7.8,72.22,3,5.45,4,45.92,33.38
PR Shah,9,All-rounder,92,10.22,94.85,0,0.0,9,2,63,9.0,96.92,0,0.0,7,44.62,11.87
AM Nayar,51,All-rounder,672,13.18,114.29,9,8.11,55,20,57,4.38,80.28,3,8.18,6,36.42,20.58
SM Pollock,13,Bowler,147,11.31,126.72,11,6.58,12,8,119,10.82,114.42,6,5.45,15,44.14,35.71
S Chanderpaul,3,All-rounder,25,8.33,75.76,0,0.0,4,0,25,8.33,75.76,0,0.0,4,54.55,11.87
LRPL Taylor,54,Batsman,1017,18.83,120.07,0,11.08,66,46,88,9.78,87.13,0,0.0,8,39.6,25.41
AC Gilchrist,80,Batsman,2069,25.86,133.05,1,0.0,239,92,233,33.29,133.14,0,0.0,36,36.0,59.3
Y Venugopal Rao,57,Batsman,985,17.28,113.87,6,9.14,77,37,94,6.71,98.95,0,0.0,9,31.58,33.3
VVS Laxman,20,All-rounder,282,14.1,104.06,0,0.0,33,5,74,10.57,93.67,0,0.0,8,41.77,12.4
A Symonds,36,All-rounder,974,27.06,124.71,20,7.71,74,41,88,8.0,88.89,2,6.99,7,39.47,26.09
SB Styris,12,Bowler,131,10.92,97.76,8,7.51,10,3,87,9.67,106.1,6,8.19,8,33.33,28.13
AS Yadav,6,All-rounder,49,8.17,122.5,0,0.0,5,2,49,8.17,122.5,0,0.0,7,37.5,15.33
SB Bangar,10,All-rounder,49,4.9,84.48,4,8.67,1,3,49,4.9,84.48,4,8.6,4,35.96,22.88
WPUJC Vaas,13,Bowler,81,6.23,110.96,18,7.58,2,3,60,7.5,109.09,11,7.46,4,41.4,38.16
RP Singh,82,Bowler,52,0.63,66.67,90,7.74,2,1,7,0.5,50.0,4,9.35,0,36.17,22.1
M Kartik,55,Bowler,113,2.05,103.67,31,7.2,7,1,40,3.08,102.56,6,8.32,3,27.92,25.57
PP Ojha,90,Bowler,16,0.18,35.56,89,7.4,0,0,7,0.58,53.85,3,8.14,0,34.13,25.13
DPMD Jayawardene,78,Batsman,1808,23.18,118.79,0,0.0,200,40,134,19.14,95.71,0,0.0,20,50.71,39.27
S Sohal,20,Batsman,368,18.4,118.33,0,0.0,34,18,142,20.29,122.41,0,0.0,19,39.66,40.68
Pankaj Singh,17,Bowler,7,0.41,58.33,11,9.11,0,0,7,0.58,58.33,7,8.42,0,43.71,30.74
Kamran Akmal,6,Batsman,128,21.33,164.1,0,0.0,13,8,128,21.33,164.1,0,0.0,21,39.74,51.56
Shahid Afridi,10,Bowler,81,8.1,176.09,9,7.69,7,6,69,9.86,197.14,4,7.76,11,29.75,22.4
Mohammad Asif,8,Bowler,3,0.38,50.0,8,9.26,0,0,3,0.43,50.0,6,9.84,0,28.18,23.82
VY Mahesh,17,Bowler,15,0.88,53.57,21,8.54,0,0,15,1.36,53.57,7,9.2,0,32.19,25.14
VS Yeligati,2,All-rounder,2,1.0,100.0,0,11.44,0,0,2,1.0,100.0,0,11.44,0,20.59,20.48
MA Khote,3,Bowler,24,8.0,109.09,2,10.4,2,1,24,8.0,109.09,2,10.4,3,23.08,22.52
GC Smith,29,Batsman,739,25.48,106.95,0,0.0,94,9,86,12.29,86.87,0,0.0,13,54.55,28.44
D Kalyankrishna,3,Bowler,3,1.0,37.5,2,10.56,0,0,3,1.0,37.5,2,10.56,0,24.14,20.74
RR Sarwan,4,Batsman,73,18.25,93.59,0,0.0,6,1,73,18.25,93.59,0,0.0,7,38.46,37.37
VRV Singh,18,Bowler,4,0.22,133.33,12,8.88,1,0,4,0.44,133.33,1,9.19,1,29.82,16.95
Sohail Tanvir,11,Bowler,36,3.27,116.13,22,6.23,3,1,36,4.0,116.13,14,6.57,4,40.91,41.75
A Kumble,42,Bowler,35,0.83,71.43,45,6.65,3,0,14,1.27,73.68,9,6.98,1,35.6,34.45
DNT Zoysa,3,Bowler,11,3.67,122.22,2,8.7,1,0,11,3.67,122.22,2,8.7,1,32.05,26.07
SD Chitnis,9,All-rounder,99,11.0,107.61,2,9.79,10,2,84,9.33,97.67,2,9.79,10,34.68,26.72
Shoaib Malik,6,All-rounder,52,8.67,106.12,2,9.0,5,0,52,8.67,106.12,2,9.0,5,26.17,24.11
TM Srivastava,3,All-rounder,8,2.67,72.73,0,0.0,0,0,8,2.67,72.73,0,0.0,0,45.45,6.52
B Chipli,21,All-rounder,280,13.33,109.38,0,20.0,28,7,68,8.5,98.55,0,20.0,9,44.0,20.95
JA Morkel,90,Bowler,975,10.83,136.94,85,8.0,61,55,134,14.89,131.37,5,9.95,16,30.18,22.91
DB Das,22,All-rounder,304,13.82,113.86,0,0.0,23,16,77,11.0,97.47,0,0.0,10,48.1,14.41
CRD Fernando,10,Bowler,4,0.4,133.33,17,7.37,0,0,4,0.5,133.33,13,6.55,0,42.61,42.51
HH Gibbs,36,Batsman,886,24.61,105.85,0,0.0,83,31,178,25.43,93.68,0,0.0,22,47.37,42.19
Gagandeep Singh,4,Bowler,0,0.0,0.0,3,10.14,0,0,0,0.0,0.0,3,10.14,0,29.76,24.04
SA Asnodkar,19,Batsman,423,22.26,120.17,0,0.0,56,10,98,14.0,103.16,0,0.0,15,52.63,30.96
Umar Gul,6,Bowler,39,6.5,205.26,12,7.76,1,5,39,6.5,205.26,12,7.76,6,33.14,38.71
Salman Butt,7,Batsman,193,27.57,112.21,0,0.0,30,2,193,27.57,112.21,0,0.0,32,40.7,49.7
BJ Hodge,63,Batsman,1400,22.22,121.42,17,7.82,122,43,182,14.0,136.84,0,0.0,20,31.58,50.52
SP Fleming,10,Batsman,196,19.6,114.62,0,0.0,27,3,169,24.14,122.46,0,0.0,26,40.58,48.42
S Vidyut,8,Batsman,145,18.12,126.09,1,10.15,21,3,91,13.0,118.18,0,0.0,16,46.75,33.26
M Ntini,9,Bowler,11,1.22,57.89,7,7.24,2,0,11,1.38,57.89,7,7.33,2,50.0,34.86
LPC Silva,3,All-rounder,40,13.33,148.15,0,21.0,5,1,40,13.33,148.15,0,21.0,6,21.21,24.79
DB Ravi Teja,25,All-rounder,375,15.0,115.38,1,9.33,35,9,110,12.22,108.91,1,9.33,12,31.93,27.03
Misbah-ul-Haq,8,All-rounder,117,14.62,142.68,0,0.0,10,6,114,16.29,148.05,0,0.0,16,33.77,19.9
DP Vijaykumar,9,All-rounder,1,0.11,100.0,4,7.74,0,0,1,0.14,100.0,3,8.2,0,35.48,25.62
YV Takawale,10,Batsman,192,19.2,104.92,0,0.0,26,3,146,20.86,119.67,0,0.0,25,46.72,44.0
RR Raje,10,Bowler,20,2.0,111.11,6,8.92,1,1,20,2.5,111.11,4,9.45,2,29.46,21.61
DT Patil,2,All-rounder,13,6.5,100.0,0,0.0,1,0,13,6.5,100.0,0,0.0,1,38.46,13.68
S Anirudha,12,All-rounder,136,11.33,112.4,0,0.0,9,7,41,5.86,110.81,0,0.0,4,29.73,11.3
L Balaji,73,Bowler,36,0.49,72.0,76,7.94,2,1,17,1.42,73.91,10,8.01,1,38.59,32.37
CK Kapugedera,4,All-rounder,16,4.0,66.67,0,17.29,0,0,16,4.0,66.67,0,17.29,0,17.07,10.79
A Chopra,6,All-rounder,53,8.83,70.67,0,0.0,7,0,53,8.83,70.67,0,0.0,7,53.33,10.34
T Taibu,3,All-rounder,31,10.33,119.23,0,0.0,3,0,31,10.33,119.23,0,0.0,3,34.62,17.43
J Arunkumar,3,All-rounder,23,7.67,95.83,0,0.0,5,0,23,7.67,95.83,0,0.0,5,58.33,11.92
SR Tendulkar,78,Batsman,2334,29.92,114.19,0,9.57,296,29,162,14.73,120.0,0,0.0,26,38.52,48.16
U Kaul,1,All-rounder,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,100.0,5.0
TM Dilshan,50,Batsman,1153,23.06,110.12,5,8.03,140,24,90,8.18,76.92,0,0.0,14,58.12,27.17
AD Mascarenhas,13,Bowler,79,6.08,100.0,19,7.06,5,1,39,4.88,97.5,11,7.14,2,33.97,37.05
NK Patel,6,Batsman,121,20.17,97.58,0,0.0,14,1,121,20.17,97.58,0,0.0,15,43.55,35.77
LA Pomersbach,16,Batsman,302,18.88,120.32,0,0.0,25,13,109,15.57,107.92,0,0.0,12,41.58,34.87
Shoaib Akhtar,3,Bowler,2,0.67,25.0,5,7.04,0,0,2,0.67,25.0,5,7.04,0,51.85,38.28
Younis Khan,1,All-rounder,3,3.0,42.86,0,0.0,0,0,3,3.0,42.86,0,0.0,0,57.14,9.41
RR Powar,26,All-rounder,67,2.58,104.69,13,7.29,6,1,29,2.64,87.88,4,8.97,1,33.78,21.84
PM Sarvesh Kumar,2,All-rounder,1,0.5,50.0,1,8.13,0,0,1,0.5,50.0,1,8.13,0,36.36,22.91
Abdur Razzak,1,All-rounder,0,0.0,0.0,0,12.43,0,0,0,0.0,0.0,0,12.43,0,43.75,15.36
H Das,1,All-rounder,2,2.0,40.0,0,0.0,0,0,2,2.0,40.0,0,0.0,0,60.0,8.8
A Nel,1,Bowler,0,0.0,0.0,1,10.33,0,0,0,0.0,0.0,1,10.33,0,38.89,29.67
A Mukund,2,All-rounder,19,9.5,82.61,0,0.0,1,0,19,9.5,82.61,0,0.0,1,34.78,10.5
BAW Mendis,10,Bowler,3,0.3,50.0,8,7.4,0,0,3,0.38,50.0,5,7.19,0,32.2,27.32
T Thushara,6,Bowler,12,2.0,63.16,8,6.83,0,0,12,2.0,63.16,8,6.83,0,40.49,37.52
A Flintoff,3,All-rounder,62,20.67,108.77,2,9.64,5,2,62,20.67,108.77,2,9.64,7,30.08,33.49
JD Ryder,29,Batsman,604,20.83,129.61,8,7.82,69,19,134,11.17,114.53,0,0.0,17,37.61,37.35
KP Pietersen,36,Batsman,1001,27.81,132.06,7,7.27,91,40,224,16.0,134.94,0,0.0,30,32.53,58.43
Kamran Khan,9,Bowler,3,0.33,60.0,10,8.41,0,0,3,0.38,60.0,6,9.12,0,39.23,26.13
T Henderson,2,All-rounder,11,5.5,68.75,1,6.83,0,1,11,5.5,68.75,1,6.83,1,46.15,23.12
RS Bopara,24,Batsman,531,22.12,113.46,11,8.48,39,16,123,13.67,116.04,0,0.0,10,30.19,36.99
DP Nannes,29,Bowler,4,0.14,30.77,28,7.1,0,0,4,0.44,30.77,6,7.79,0,42.68,28.49
AM Salvi,7,Bowler,0,0.0,0.0,7,7.88,0,0,0,0.0,0.0,7,7.88,0,36.54,30.12
YA Abdulla,11,Bowler,0,0.0,0.0,15,8.41,0,0,0,0.0,0.0,8,8.86,0,37.33,29.53
VS Malik,13,All-rounder,7,0.54,100.0,6,7.58,1,0,7,1.0,100.0,4,7.63,1,39.2,24.93
FH Edwards,6,Bowler,4,0.67,80.0,5,6.4,0,0,4,0.67,80.0,5,6.4,0,47.1,33.56
Harmeet Singh,28,Bowler,18,0.64,150.0,27,7.81,3,0,18,1.8,150.0,6,8.57,3,32.93,26.95
R Bishnoi,3,All-rounder,19,6.33,111.76,0,0.0,1,2,19,6.33,111.76,0,0.0,3,64.71,11.92
PC Valthaty,23,Batsman,505,21.96,116.9,7,8.12,61,20,36,2.77,52.17,0,0.0,4,65.22,14.87
RJ Quiney,7,All-rounder,103,14.71,98.1,0,0.0,12,3,103,14.71,98.1,0,0.0,15,46.67,15.39
AS Raut,17,All-rounder,194,11.41,112.79,0,9.0,13,7,114,10.36,114.0,0,9.0,12,32.31,26.25
Yashpal Singh,4,All-rounder,47,11.75,70.15,0,0.0,5,0,47,11.75,70.15,0,0.0,5,55.22,13.91
RR Bose,1,All-rounder,0,0.0,0.0,0,12.0,0,0,0,0.0,0.0,0,12.0,0,41.67,11.25
M Manhas,38,All-rounder,514,13.53,105.76,0,6.0,43,10,48,4.8,111.63,0,6.0,5,35.29,26.45
KP Appanna,13,Bowler,2,0.15,50.0,9,7.86,0,0,2,0.22,50.0,6,8.38,0,31.54,24.62
Shoaib Ahmed,7,Bowler,1,0.14,16.67,5,8.97,0,0,1,0.14,16.67,5,8.97,0,34.86,21.04
AA Bilakhia,7,All-rounder,69,9.86,78.41,0,0.0,5,0,69,9.86,78.41,0,0.0,5,40.91,11.98
AN Ghosh,2,All-rounder,7,3.5,87.5,0,0.0,1,0,7,3.5,87.5,0,0.0,1,62.5,8.46
MN van Wyk,5,Batsman,167,33.4,123.7,0,0.0,19,1,167,33.4,123.7,0,0.0,20,27.41,55.83
RE van der Merwe,21,Bowler,159,7.57,110.42,21,6.79,11,8,37,3.36,86.05,6,6.0,3,39.27,33.69
TL Suman,40,Batsman,676,16.9,115.16,6,7.82,55,26,67,5.15,87.01,0,0.0,10,54.55,26.57
S Tyagi,14,All-rounder,3,0.21,75.0,6,8.29,0,0,3,0.43,75.0,1,9.5,0,35.48,21.1
GR Napier,1,Bowler,15,15.0,93.75,1,7.0,1,0,15,15.0,93.75,1,7.0,1,37.5,34.0
SM Harwood,3,Bowler,9,3.0,64.29,3,6.63,0,0,9,3.0,64.29,3,6.63,0,45.68,36.36
LA Carseldine,5,Batsman,81,16.2,114.08,1,5.14,11,0,81,16.2,114.08,0,0.0,11,36.62,37.22
D du Preez,2,Bowler,10,5.0,76.92,4,7.81,0,0,10,5.0,76.92,4,7.81,0,41.07,42.73
RJ Harris,37,Bowler,117,3.16,104.46,45,7.53,6,3,28,2.8,121.74,8,6.63,3,47.42,37.58
A Singh,23,Bowler,2,0.09,20.0,28,7.89,0,0,2,0.18,20.0,7,10.1,0,29.7,23.47
M Morkel,70,Bowler,126,1.8,135.48,77,7.54,11,5,43,3.31,153.57,6,8.28,5,36.52,30.28
A Mithun,16,All-rounder,34,2.12,130.77,7,9.17,4,1,34,3.4,130.77,3,9.79,5,29.56,24.89
C Nanda,3,Bowler,0,0.0,0.0,2,6.96,0,0,0,0.0,0.0,2,6.96,0,27.45,26.83
SS Sarkar,2,All-rounder,0,0.0,0.0,1,8.16,0,0,0,0.0,0.0,1,8.16,0,16.0,7.78
J Botha,34,Bowler,409,12.03,112.36,25,6.92,39,5,65,8.12,112.07,4,7.27,11,40.34,25.67
Mashrafe Mortaza,1,All-rounder,2,2.0,100.0,0,12.64,0,0,2,2.0,100.0,0,12.64,0,23.33,21.51
GJ Bailey,36,Batsman,663,18.42,120.11,0,0.0,59,19,109,15.57,94.78,0,0.0,14,45.22,32.98
AB McDonald,10,Bowler,123,12.3,119.42,11,8.39,9,4,102,14.57,120.0,7,8.03,11,29.61,28.02
Y Nagar,20,All-rounder,285,14.25,105.17,4,10.42,20,9,137,10.54,115.13,2,10.68,14,26.97,27.61
CK Langeveldt,7,Bowler,8,1.14,88.89,13,7.24,0,1,8,1.14,88.89,13,7.24,1,43.1,39.2
SS Shaikh,1,All-rounder,6,6.0,85.71,0,0.0,1,0,6,6.0,85.71,0,0.0,1,57.14,14.83
Mohammad Ashraful,1,All-rounder,2,2.0,16.67,0,0.0,0,0,2,2.0,16.67,0,0.0,0,58.33,7.05
RA Shaikh,1,All-rounder,0,0.0,0.0,0,11.0,0,0,0,0.0,0.0,0,11.0,0,16.67,7.5
Jaskaran Singh,7,Bowler,8,1.14,72.73,6,9.41,0,0,8,1.14,72.73,6,9.41,0,36.07,25.94
CA Pujara,22,Batsman,390,17.73,96.77,0,0.0,50,4,144,20.57,96.64,0,0.0,20,41.61,41.1
OA Shah,22,Batsman,506,23.0,124.94,0,0.0,34,23,87,12.43,91.58,0,0.0,5,26.32,25.11
Anirudh Singh,4,Batsman,63,15.75,91.3,0,0.0,6,1,63,15.75,91.3,0,0.0,7,44.93,30.35
R Sathish,27,All-rounder,270,10.0,114.41,3,9.71,22,6,87,7.91,135.94,1,10.09,10,24.81,24.93
R McLaren,18,Bowler,159,8.83,89.33,12,9.0,14,1,93,10.33,85.32,7,10.83,8,31.85,24.53
SW Tait,21,Bowler,23,1.1,88.46,23,7.51,1,1,23,2.09,88.46,2,7.65,2,35.82,25.02
A Uniyal,2,Bowler,4,2.0,57.14,2,10.58,0,0,4,2.0,57.14,2,10.58,0,24.44,22.64
AA Jhunjhunwala,18,All-rounder,217,12.06,99.54,1,8.86,19,5,69,6.9,75.82,1,7.61,6,41.77,22.46
P Dogra,12,All-rounder,127,10.58,90.07,0,0.0,4,5,53,7.57,72.6,0,0.0,2,45.21,10.29
AG Murtaza,12,Bowler,10,0.83,71.43,9,7.18,1,0,10,1.43,71.43,5,7.22,1,40.37,25.17
MS Bisla,39,Batsman,798,20.46,108.28,0,0.0,93,23,68,9.71,86.08,0,0.0,12,60.76,26.26
RS Gavaskar,2,All-rounder,2,1.0,25.0,0,8.0,0,0,2,1.0,25.0,0,8.0,0,57.14,19.67
JM Kemp,5,Bowler,26,5.2,104.0,3,7.4,1,1,26,5.2,104.0,3,7.4,2,34.72,23.44
S Ladda,9,Bowler,0,0.0,0.0,5,9.57,0,0,0,0.0,0.0,3,9.91,0,41.18,22.72
SE Bond,8,Bowler,1,0.12,50.0,9,7.07,0,0,1,0.12,50.0,9,6.9,0,39.05,35.68
MJ Lumb,12,Batsman,278,23.17,140.4,0,0.0,45,6,152,21.71,153.54,0,0.0,31,45.45,49.26
DR Martyn,1,Batsman,19,19.0,73.08,0,0.0,1,0,19,19.0,73.08,0,0.0,1,30.77,38.16
S Narwal,7,Bowler,37,5.29,127.59,5,10.78,6,0,37,5.29,127.59,5,10.78,6,33.1,21.94
SJ Srivastava,14,Bowler,5,0.36,100.0,14,8.71,0,0,5,0.56,100.0,8,8.69,0,37.11,31.35
AB Barath,3,All-rounder,42,14.0,97.67,0,0.0,5,1,42,14.0,97.67,0,0.0,6,46.51,15.07
FY Fazal,12,Batsman,183,15.25,102.23,0,10.0,22,1,82,10.25,96.47,0,0.0,9,35.29,26.81
AC Voges,8,Batsman,181,22.62,126.57,0,8.14,15,3,181,22.62,126.57,0,0.0,18,26.57,50.26
MD Mishra,17,All-rounder,237,13.94,111.27,0,0.0,24,8,71,10.14,109.23,0,0.0,8,41.54,13.39
R Sharma,44,Bowler,66,1.5,85.71,40,7.06,5,3,11,0.92,55.0,3,9.02,1,27.88,21.14
J Theron,10,Bowler,10,1.0,76.92,11,7.94,1,0,10,1.11,76.92,6,8.63,1,25.9,24.82
NLTC Perera,37,Bowler,424,11.46,130.06,31,8.65,23,26,96,12.0,150.0,3,10.54,10,26.26,19.49
KB Arun Karthik,8,All-rounder,51,6.38,96.23,0,0.0,4,1,48,6.86,100.0,0,0.0,5,33.33,11.49
KAJ Roach,2,All-rounder,10,5.0,111.11,0,9.23,1,0,10,5.0,111.11,0,9.23,1,37.7,28.87
PD Collingwood,7,All-rounder,203,29.0,127.67,5,6.73,9,13,203,29.0,127.67,5,6.73,22,31.33,39.08
C Ganapathy,1,All-rounder,0,0.0,0.0,0,13.0,0,0,0,0.0,0.0,0,13.0,0,16.67,7.5
MB Parmar,1,All-rounder,0,0.0,0.0,0,10.42,0,0,0,0.0,0.0,0,10.42,0,21.05,8.16
SB Wagh,8,Bowler,2,0.25,66.67,5,8.17,0,0,2,0.29,66.67,4,7.71,0,42.86,28.89
DE Bollinger,27,Bowler,21,0.78,91.3,37,7.16,1,1,21,2.1,91.3,9,8.55,2,38.71,33.73
AP Dole,3,Bowler,34,11.33,147.83,5,9.37,3,1,34,11.33,147.83,5,9.37,4,27.08,31.97
AN Ahmed,17,Bowler,36,2.12,133.33,12,8.54,4,1,36,4.0,133.33,4,9.05,5,31.25,22.78
L Ablish,3,Bowler,0,0.0,0.0,3,10.13,0,0,0,0.0,0.0,3,10.13,0,25.53,22.44
RS Sodhi,1,All-rounder,4,4.0,200.0,0,0.0,1,0,4,4.0,200.0,0,0.0,1,50.0,22.6
S Sriram,2,Batsman,31,15.5,81.58,0,16.33,3,0,31,15.5,81.58,0,0.0,3,39.47,30.22
B Sumanth,4,All-rounder,35,8.75,92.11,0,0.0,3,0,35,8.75,92.11,0,0.0,3,36.84,13.75
C Madan,1,All-rounder,15,15.0,71.43,0,0.0,3,0,15,15.0,71.43,0,0.0,3,57.14,19.36
AG Paunikar,5,All-rounder,49,9.8,80.33,0,0.0,9,0,49,9.8,80.33,0,0.0,9,57.38,13.13
ND Doshi,4,All-rounder,0,0.0,0.0,2,8.32,0,0,0,0.0,0.0,2,8.32,0,52.86,18.04
S Randiv,8,Bowler,2,0.25,50.0,6,7.43,0,0,2,0.29,50.0,5,7.35,0,33.96,29.34
AL Menaria,25,Batsman,401,16.04,109.26,3,7.65,24,18,102,7.85,103.03,0,0.0,9,36.36,32.01
RV Gomez,13,All-rounder,50,3.85,94.34,5,8.04,5,1,24,2.4,72.73,3,6.67,3,43.81,21.3
AUK Pathan,7,All-rounder,39,5.57,150.0,0,9.22,5,2,39,5.57,150.0,0,9.22,7,29.85,22.41
UBT Chand,20,All-rounder,300,15.0,95.54,0,0.0,32,9,104,14.86,100.0,0,0.0,15,41.35,15.59
JEC Franklin,19,Batsman,327,17.21,105.83,9,8.71,25,9,154,17.11,104.76,0,0.0,17,38.78,38.17
DJ Jacobs,7,All-rounder,92,13.14,91.09,0,0.0,10,4,92,13.14,91.09,0,0.0,14,52.48,15.1
Sunny Singh,5,All-rounder,43,8.6,138.71,0,0.0,6,1,43,8.6,138.71,0,0.0,7,35.48,16.39
NJ Rimmington,1,All-rounder,1,1.0,100.0,0,6.67,0,0,1,1.0,100.0,0,6.67,0,47.37,28.73
AC Thomas,15,Bowler,20,1.33,105.26,14,7.63,1,1,20,2.22,105.26,5,8.54,2,35.29,26.35
RN ten Doeschate,23,All-rounder,326,14.17,136.97,2,6.8,26,15,82,6.31,141.38,1,7.35,10,33.64,28.12
BA Bhatt,15,Bowler,6,0.4,85.71,12,8.08,0,1,6,0.75,85.71,3,8.02,1,31.88,23.86
JJ van der Wath,3,Bowler,18,6.0,105.88,3,10.58,1,1,18,6.0,105.88,3,10.58,2,38.71,26.63
R Ninan,2,Bowler,3,1.5,50.0,3,10.83,0,0,3,1.5,50.0,3,10.83,0,23.81,28.21
TD Paine,2,All-rounder,10,5.0,34.48,0,0.0,0,0,10,5.0,34.48,0,0.0,0,48.28,6.59
DH Yagnik,17,All-rounder,170,10.0,119.72,0,0.0,23,2,67,9.57,111.67,0,0.0,10,33.33,13.76
BJ Haddin,1,Batsman,18,18.0,163.64,0,0.0,2,1,18,18.0,163.64,0,0.0,3,45.45,54.95
J Syed Mohammad,11,Bowler,29,2.64,107.41,8,8.76,4,0,29,3.62,107.41,4,9.61,4,20.67,16.57
NL McCullum,2,All-rounder,26,13.0,113.04,0,7.0,0,1,26,13.0,113.04,0,7.0,1,30.19,30.81
JE Taylor,5,Bowler,3,0.6,75.0,6,8.21,0,0,3,0.6,75.0,6,8.21,0,38.89,32.97
KMDN Kulasekara,5,Bowler,5,1.0,166.67,5,6.84,1,0,5,1.0,166.67,5,6.84,1,40.91,34.41
TR Birt,5,All-rounder,75,15.0,127.12,0,0.0,9,2,75,15.0,127.12,0,0.0,11,40.68,19.99
M Klinger,4,Batsman,73,18.25,93.59,0,0.0,9,0,73,18.25,93.59,0,0.0,9,42.31,37.57
P Parameswaran,8,Bowler,1,0.12,33.33,9,8.53,0,0,1,0.14,33.33,7,8.76,0,36.96,26.2
AC Blizzard,7,Batsman,120,17.14,131.87,0,0.0,21,2,120,17.14,131.87,0,0.0,23,49.45,40.07
I Malhotra,1,All-rounder,7,7.0,175.0,0,23.0,1,0,7,7.0,175.0,0,23.0,1,0.0,26.93
CJ Ferguson,8,All-rounder,98,12.25,82.35,0,0.0,9,0,92,13.14,88.46,0,0.0,9,45.19,16.05
AA Kazi,1,All-rounder,0,0.0,0.0,0,9.69,0,0,0,0.0,0.0,0,9.69,0,15.38,7.62
Anand Rajan,8,Bowler,0,0.0,0.0,8,7.63,0,0,0,0.0,0.0,5,7.67,0,35.71,27.64
AA Chavan,13,Bowler,12,0.92,109.09,8,7.98,2,0,12,1.33,109.09,3,7.94,2,39.46,26.3
P Prasanth,1,All-rounder,0,0.0,0.0,0,18.0,0,0,0,0.0,0.0,0,18.0,0,50.0,12.5
Y Gnaneswara Rao,2,All-rounder,19,9.5,105.56,0,7.0,3,0,19,9.5,105.56,0,7.0,3,45.83,39.02
S Rana,8,All-rounder,91,11.38,110.98,0,6.75,9,1,73,9.12,110.61,0,6.75,8,37.8,26.42
SS Mundhe,1,Bowler,0,0.0,0.0,1,5.14,0,0,0,0.0,0.0,1,5.14,0,57.14,44.86
RW Price,1,All-rounder,0,0.0,0.0,0,11.0,0,0,0,0.0,0.0,0,11.0,0,5.56,5.83
RE Levi,6,All-rounder,83,13.83,112.16,0,0.0,10,4,83,13.83,112.16,0,0.0,14,48.65,16.28
M de Lange,5,Bowler,1,0.2,50.0,5,8.84,0,0,1,0.2,50.0,5,8.84,0,33.9,27.8
KK Cooper,25,Bowler,116,4.64,165.71,33,7.89,9,8,76,7.6,158.33,6,8.09,11,32.54,28.55
DAJ Bracewell,1,Bowler,12,12.0,133.33,3,7.68,1,0,12,12.0,133.33,3,7.68,1,32.35,50.64
DJ Harris,4,Batsman,111,27.75,107.77,0,8.67,11,5,111,27.75,107.77,0,0.0,16,46.6,51.9
TP Sudhindra,3,All-rounder,0,0.0,0.0,1,11.11,0,0,0,0.0,0.0,1,11.11,0,24.32,9.9
GB Hogg,21,Bowler,22,1.05,100.0,23,7.53,1,0,22,2.2,100.0,5,8.68,1,30.67,24.95
RR Bhatkal,1,All-rounder,0,0.0,0.0,0,17.5,0,0,0,0.0,0.0,0,17.5,0,14.29,10.0
P Awana,33,Bowler,5,0.15,35.71,39,8.11,0,0,5,0.42,35.71,7,10.19,0,35.63,25.25
V Pratap Singh,9,Bowler,0,0.0,0.0,10,8.53,0,0,0,0.0,0.0,9,8.67,0,33.74,30.76
CJ McKay,2,All-rounder,8,4.0,53.33,1,8.57,0,0,8,4.0,53.33,1,8.57,0,38.6,25.34
A Ashish Reddy,28,Bowler,280,10.0,142.86,18,8.89,16,15,107,10.7,159.7,4,9.78,13,26.52,17.64
N Saini,10,All-rounder,140,14.0,97.9,0,0.0,16,0,79,11.29,94.05,0,0.0,8,41.67,12.71
Azhar Mahmood,23,All-rounder,388,16.87,124.76,29,7.68,39,13,167,23.86,124.63,9,8.76,24,35.45,37.96
A Chandila,12,Bowler,4,0.33,57.14,11,6.28,0,0,4,0.5,57.14,6,6.55,0,39.57,31.52
LJ Wright,7,Batsman,106,15.14,168.25,2,10.0,16,3,106,15.14,168.25,0,0.0,19,30.16,52.31
RJ Peterson,5,Bowler,32,6.4,100.0,3,8.75,3,1,32,6.4,100.0,3,8.75,4,40.0,28.22
R Shukla,7,Bowler,19,2.71,82.61,5,10.02,2,0,19,2.71,82.61,5,10.02,2,31.37,22.55
